obec;pou;AB;BUS;M;MOT;NA;NAA;NAE;NN;NAN;NNA;NNT;NS;OA;OSO;OAE;OV;PN;PNA;PNT;PS;SA;SN;SNV;SP;SPT;SS;TN;TR;VD;VN;PTA;ABT;MM;MMK;MMP;MS;MST;MTR;MTS;MTT;MTV;NAC;NAG;NAI;NAK;NAM;NAP;NAR;NAS;NAU;NAV;NAW;NAX;NC;NJ;NK;NNR;NP;NPC;NPR;NT;NTC;NTK;NTN;NV;OAD;OAG;OAK;OAM;OAO;OAR;OAS;OAV;P;PA;PD;PNC;PNJ;PNK;PNN;PNP;PNS;PNU;PNV;PO;POC;PON;POO;PPN;PRS;PT;PTC;PTN;PTO;PTS;SAA;SAC;SAE;SAG;SAJ;SAP;SAR;SAS;SAV;SAW;T;TJE;TKO;TKU;TMA;TP;TPA;VMB;VMN;VMP;VZU;.;1;BUD;JIV;JTK;MCT;MKL;MOP;MPV;NAT;NSA;NTA;OVZ;PRN;PRT;PRV;PSN;SPA;SPP;STC;TAN;TAP;TNA;TRA;TRK;TRP;VIS;VNN;VTS;VUD;VVO;Celkem
Slepotice;Pardubice;0;0;68;9;33;0;0;0;0;0;0;0;263;33;0;0;14;0;1;0;0;0;0;0;0;1;0;5;1;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;8;2;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;4;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;4;10;1;21;1;0;0;0;0;3;0;16;0;0;0;0;1;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;557
SlezskÈ Pavlovice;Osoblaha;0;0;8;2;7;1;0;0;0;0;3;0;93;11;0;0;8;0;2;0;0;0;0;0;0;3;0;5;0;0;0;0;4;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;2;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;8;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;184
SlezskÈ Rudoltice;Osoblaha;0;0;29;3;23;0;0;0;0;0;2;0;234;20;0;0;18;0;0;2;1;0;0;0;1;3;0;8;1;0;0;0;14;0;0;1;0;0;0;0;1;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;3;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;13;0;13;0;0;0;2;1;1;0;11;0;1;0;0;0;0;0;1;0;0;0;0;18;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;451
SlopnÈ;LuhaËovice;0;0;32;9;26;0;0;1;0;0;1;0;261;43;0;0;21;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;1;0;0;2;0;0;0;1;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;9;0;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;455
Sloup;Blansko;0;0;101;8;44;0;0;0;0;0;5;0;419;52;0;0;41;0;1;0;1;0;0;0;0;3;0;11;2;0;0;0;8;0;0;1;0;0;2;0;0;0;0;0;2;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;1;3;0;0;1;0;6;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;7;12;1;18;1;0;0;2;2;1;0;15;0;0;0;0;2;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;5;1;1;0;0;0;0;0;0;0;1;0;0;0;2;0;16;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;837
Sloup v »ech·ch;Nov˝ Bor;3;0;77;9;42;0;0;0;0;0;0;0;382;50;0;7;21;0;0;1;1;0;0;0;0;2;0;2;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;2;1;0;0;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;10;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;9;11;3;25;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;695
Sloupnice;Litomyöl;0;0;328;41;104;0;0;3;1;0;10;0;954;117;0;0;80;0;4;8;4;0;0;0;0;14;0;28;1;0;0;0;5;0;1;3;0;0;4;0;4;0;1;0;2;0;1;0;10;15;1;0;0;0;0;0;0;1;0;0;1;1;3;0;0;1;1;16;2;1;0;0;0;0;0;0;0;0;1;0;1;0;0;12;61;3;80;6;0;0;5;1;5;0;69;0;0;0;1;1;0;0;3;0;0;0;0;102;0;0;0;0;0;0;0;13;2;7;0;0;0;0;0;0;0;2;0;0;0;0;0;37;0;0;0;0;0;0;0;2;13;0;0;0;2;0;0;2200
Sloupno;ChotÏbo¯;0;0;7;0;1;0;0;0;0;0;0;0;19;1;0;0;4;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;50
Sloupno;Nov˝ Bydûov;0;0;45;3;40;0;0;10;1;0;0;0;321;55;0;0;26;0;0;2;2;0;0;0;0;0;0;3;1;0;0;0;18;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9;18;2;29;6;0;0;1;2;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;671
SloveË;MÏstec Kr·lovÈ;0;0;62;6;17;0;0;0;0;0;0;0;300;27;0;0;12;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;8;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;7;28;0;11;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;515
SlovÏnice;Vlaöim;0;0;2;0;3;0;0;0;0;0;0;0;23;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35
Sluhy;Brand˝s nad Labem-Star· Boleslav;0;0;71;6;26;0;0;0;0;0;2;0;385;52;0;0;23;0;2;1;1;0;0;1;0;3;2;6;2;0;0;0;1;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;14;0;8;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;1;0;6;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;663
äluknov;äluknov;0;0;608;41;201;0;0;1;0;0;4;0;2509;341;0;1;119;0;4;10;5;0;0;0;2;8;0;22;7;0;0;0;10;1;2;9;0;1;1;0;4;1;0;0;5;0;1;0;10;46;7;0;0;0;0;0;0;1;0;0;1;0;2;0;0;7;2;43;5;0;0;0;7;0;0;0;2;18;2;1;2;0;0;43;73;9;95;10;0;0;2;3;0;0;23;0;0;0;0;6;0;0;2;0;0;0;0;39;0;0;0;0;0;0;0;9;5;3;0;0;0;0;0;0;0;0;0;0;0;1;0;70;0;1;1;0;0;0;0;0;6;0;0;0;0;0;0;4475
SluneËn·;Nov˝ Bor;0;0;21;2;8;0;0;0;0;0;0;0;99;14;0;1;4;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;9;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;187
Slup;Znojmo;0;0;85;5;23;0;0;0;0;0;0;0;258;44;0;0;29;0;0;0;0;0;0;0;0;2;0;7;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;11;0;5;4;0;0;0;1;1;0;9;0;2;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;541
Sluöovice;Vizovice;1;0;204;40;167;1;0;9;0;0;1;0;1484;236;0;1;66;0;1;8;2;0;0;1;0;1;0;7;12;0;0;0;1;0;1;8;0;0;2;0;2;0;2;1;0;0;1;0;6;36;3;0;0;0;0;0;0;6;0;0;0;0;1;0;0;1;2;18;2;1;0;0;1;0;0;0;0;1;1;0;1;0;0;16;22;3;50;3;0;0;2;0;0;0;12;0;1;0;0;2;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;1;0;0;0;1;0;0;22;0;1;1;0;0;0;0;0;3;0;0;0;0;0;0;2516
Sluötice;ÿÌËany;0;0;73;10;33;0;0;0;0;0;0;0;376;57;0;0;23;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;3;0;1;0;3;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;9;0;2;0;0;1;0;0;0;0;0;0;0;0;1;0;1;12;0;7;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;651
Sluû·tky;SvÏtl· nad S·zavou;0;0;16;2;3;0;0;0;0;0;0;0;73;10;0;0;7;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137
Sluûovice;Opava;0;0;63;3;31;0;0;2;0;0;0;0;347;58;0;10;25;0;2;0;0;0;0;0;0;1;0;6;1;0;0;0;5;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;3;0;0;0;0;2;0;0;1;0;4;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;6;7;1;18;1;0;0;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;635
SmeËno;Slan˝;0;0;158;28;109;0;0;3;0;0;0;0;954;115;0;3;49;0;2;1;3;0;0;0;0;3;0;2;2;0;0;0;5;23;1;2;0;1;3;0;2;0;0;0;2;3;0;0;5;10;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;11;0;0;0;1;1;0;0;0;0;1;0;2;1;0;0;12;39;2;28;3;0;0;0;0;0;0;6;0;1;0;0;0;0;0;1;0;0;0;0;8;0;0;0;0;0;0;0;8;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;29;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1658
SmÏdËice;Rokycany;0;0;34;2;10;0;0;0;0;0;0;0;131;21;0;0;14;0;1;1;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;256
StaÚkovice;éatec;1;0;108;9;51;0;0;2;0;0;3;0;635;75;0;0;43;0;0;1;0;0;0;0;0;6;0;12;2;0;0;0;8;2;1;2;0;0;10;0;0;0;0;0;0;1;0;0;1;9;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;13;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;12;19;4;23;2;0;0;0;0;1;0;6;0;0;0;0;2;0;0;1;0;0;0;0;16;0;0;0;0;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;1;2;0;29;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1133
Stanovice;Dv˘r Kr·lovÈ nad Labem;0;0;3;0;6;0;0;0;0;0;0;0;29;6;0;0;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;74
Stanovice;Karlovy Vary;2;0;64;13;33;0;0;0;0;0;1;0;375;60;0;0;29;0;0;1;2;0;0;0;0;2;0;4;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;1;0;1;0;3;6;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;10;0;12;1;0;0;1;3;0;0;4;0;1;0;0;1;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;682
StanoviötÏ;Rosice;0;0;46;5;10;0;0;0;0;0;2;0;198;37;0;6;13;0;2;1;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;7;8;0;4;1;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;405
Star· »erven· Voda;JavornÌk;0;0;58;2;44;0;0;1;0;0;0;0;311;23;0;0;21;0;0;3;1;0;0;0;0;4;0;9;2;0;0;0;3;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;1;9;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;6;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;5;17;2;12;0;0;0;0;0;1;0;15;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;4;9;1;0;0;0;0;0;0;0;0;0;0;0;0;1;21;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;616
Star· Huù;Dob¯Ìö;0;0;155;17;60;0;0;1;0;0;0;0;718;109;0;15;59;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;3;26;2;1;1;0;0;0;3;0;0;1;0;1;0;0;1;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;8;1;0;0;0;2;0;0;0;0;1;0;0;2;0;0;14;28;1;38;6;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;16;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1317
Star· Lys·;Lys· nad Labem;2;0;85;6;34;0;0;4;1;2;1;0;357;37;0;0;26;0;12;3;1;0;0;0;0;3;0;16;2;0;0;0;3;2;2;1;0;0;1;0;0;0;0;0;0;0;0;0;1;8;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;7;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;8;26;0;9;3;0;0;4;3;1;0;14;1;1;0;0;0;1;0;2;0;0;1;0;29;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2;0;0;0;1;0;13;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;748
Star· Paka;Nov· Paka;0;0;315;21;107;0;0;11;0;0;5;0;1087;125;0;3;123;0;0;8;1;0;0;0;0;7;0;33;2;0;1;0;4;2;1;5;0;0;1;0;0;0;1;1;4;1;0;0;9;18;2;0;0;0;0;0;0;1;0;0;1;0;3;0;0;2;3;10;0;1;0;0;2;0;0;0;0;0;2;0;1;0;1;14;46;2;37;3;0;0;9;3;0;0;33;0;1;0;0;0;0;0;3;0;0;0;0;70;0;0;0;0;0;0;11;8;7;2;0;0;0;0;0;0;0;0;0;0;1;2;1;56;0;1;0;0;0;0;0;1;7;0;0;0;0;0;0;2243
Star· ÿÌöe;TelË;0;0;95;4;19;0;0;0;0;0;5;0;368;28;0;0;42;0;2;0;0;0;0;0;0;3;0;13;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;1;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;10;25;1;6;1;0;0;2;2;0;0;38;0;1;0;0;1;2;0;0;0;0;0;0;88;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;1;0;0;0;2;1;24;0;0;0;0;0;0;0;1;9;0;0;0;1;0;0;824
Star· Ves;P¯erov;0;0;79;3;29;0;0;0;0;0;0;0;307;28;0;0;23;0;1;1;1;0;0;0;0;2;0;3;1;0;0;0;1;1;0;2;0;0;0;0;0;0;0;1;1;0;0;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;12;1;12;2;0;0;1;0;0;0;10;0;0;0;0;1;0;0;1;0;0;0;0;14;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;14;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;579
Star· Ves;R˝ma¯ov;0;0;35;6;51;0;0;2;6;0;0;0;258;56;0;0;38;0;0;0;1;0;0;0;0;9;0;6;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;17;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;0;12;2;0;0;0;0;0;0;7;0;1;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;26;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;583
Star· Ves nad Ond¯ejnicÌ;Ostrava;1;0;232;32;132;1;0;2;0;0;1;0;1316;206;0;4;101;0;4;4;1;0;0;1;0;4;1;11;1;0;0;0;4;1;1;5;0;0;0;0;8;0;1;0;3;0;0;0;2;30;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;9;43;5;49;4;0;0;3;2;0;0;18;0;0;0;0;0;0;0;2;0;0;0;0;26;0;0;0;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;1;8;0;44;0;1;0;0;0;0;0;0;2;0;0;0;0;1;0;2359
Star· Voda;Chlumec nad Cidlinou;0;0;30;2;4;0;0;0;0;0;0;0;90;9;0;0;5;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;1;5;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178
Star· Voda;Mari·nskÈ L·znÏ;0;0;63;5;44;0;0;0;0;0;0;0;288;47;0;0;54;0;0;2;0;0;0;0;0;4;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;3;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;5;15;0;7;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;15;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;591
StarÈ B¯ÌötÏ;Humpolec;0;0;13;0;6;0;0;0;0;0;0;0;35;6;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;90
StarÈ Buky;Trutnov;0;0;65;16;22;0;0;0;0;0;2;0;350;48;0;0;30;0;1;1;0;0;0;0;0;0;0;7;1;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;1;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;1;2;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;7;12;0;17;5;0;0;3;4;0;0;16;0;0;0;0;2;0;0;1;0;0;0;0;19;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;2;3;22;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;685
StarÈ Hamry;Fr˝dlant nad OstravicÌ;1;0;61;6;27;0;0;0;0;0;0;0;328;45;0;1;24;0;0;2;2;0;1;0;0;1;0;11;0;0;0;0;2;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;7;3;13;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;13;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;603
StarÈ He¯minovy;HornÌ Beneöov;0;0;22;1;10;0;0;0;1;0;1;0;91;9;0;0;9;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;176
StarÈ HobzÌ;DaËice;0;0;73;5;20;0;0;0;0;0;3;0;327;42;0;1;30;0;3;1;2;0;0;0;0;2;0;9;0;0;0;0;22;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;13;1;32;1;0;0;1;0;1;0;7;0;1;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;659
StarÈ HodÏjovice;»eskÈ BudÏjovice;0;0;186;18;81;0;0;0;0;0;1;0;681;113;0;1;60;0;1;6;1;0;0;0;0;2;3;4;2;0;0;0;5;1;0;2;0;0;1;0;0;0;0;0;1;1;1;0;4;12;3;0;0;0;0;0;0;5;1;0;1;0;0;0;3;0;2;14;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;28;18;1;51;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;2;0;0;0;0;3;0;0;0;0;0;0;0;11;3;3;0;0;0;0;0;0;0;0;0;0;0;6;0;22;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1373
StarÈ HradiötÏ;Pardubice;1;0;215;29;101;0;0;1;0;0;5;0;967;187;0;1;71;0;1;7;4;0;0;0;0;7;0;16;4;0;0;0;12;2;1;2;0;0;0;0;1;0;0;0;0;0;1;0;7;19;3;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;19;0;1;0;0;0;0;0;0;2;0;0;1;2;1;1;25;38;8;50;4;0;1;4;5;0;0;24;0;0;0;0;3;0;0;0;0;0;0;0;12;0;0;0;1;0;0;0;17;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;2;0;0;0;0;0;0;6;0;0;0;0;0;0;1936
