"","nazev","typ","subtyp","long","lat","address"
"2255","Gymnázium","Vzdělání","Střední škola",16.595161,49.180821,"Gallašova 12, 639 00 Brno-střed, Czechia"
"2256","Základní škola a mateřská škola","Vzdělání","Základní škola",16.591317,49.180083,"Horní 106/15, 639 00 Brno-střed-Štýřice, Czechia"
"2257","Základní škola a mateřská škola","Vzdělání","Mateřská škola",16.591317,49.180083,"Horní 106/15, 639 00 Brno-střed-Štýřice, Czechia"
"2258","SŠ a VOŠ tradičních řemesel s.r.o.","Vzdělání","Střední škola",16.600892,49.207964,"Bayerova 796/27, 602 00 Brno-střed-Veveří, Czechia"
"2259","Gymnázium J.G.Mendela a jeho zař. a ZUŠ","Vzdělání","Střední škola",16.596359,49.191053,"Mendlovo nám. 1/4, 603 00 Brno-střed-Staré Brno, Czechia"
"2260","Lužánky - středisko volného času","Vzdělání","Mateřská škola",16.604832,49.199029,"3/5, Žerotínovo nám., 602 00 Brno-Brno-střed, Czechia"
"2261","SPŠ a VOŠ","Vzdělání","Střední škola",16.600722,49.203171,"Kounicova 685, 602 00 Brno-Brno-střed, Czechia"
"2262","Moravské gymnázium Brno s.r.o.","Vzdělání","Střední škola",16.600178,49.203573,"Kounicova 686/22, 602 00 Brno-Brno-střed, Czechia"
"2263","MŠ spec., ZŠ spec. a PrŠ Ibsenka","Vzdělání","Mateřská škola",16.580788,49.197959,"Barvičova 45/54, Stránice, 602 00 Brno-Brno-střed, Czechia"
"2264","Mateřská škola Milosrdných bratří s.r.o.","Vzdělání","Mateřská škola",16.595474,49.185167,"Vídeňská 228/7, 639 00 Brno-Brno-střed, Czechia"
"2265","Cyrilomet.gymnázium a SOŠ pedagog. Brno","Vzdělání","Střední škola",16.580758,49.201588,"Lerchova 344/65, 602 00 Brno-Brno-střed, Czechia"
"2266","Cyrilometodějská církevní základní škola","Vzdělání","Základní škola",16.580758,49.201588,"Lerchova 344/65, 602 00 Brno-Brno-střed, Czechia"
"2267","Biskupské gymnázium a mateřská škola","Vzdělání","Střední škola",16.573443,49.20217,"Barvičova 666/85, 602 00 Brno-Brno-střed, Czechia"
"2268","Biskupské gymnázium a mateřská škola","Vzdělání","Mateřská škola",16.573443,49.20217,"Barvičova 666/85, 602 00 Brno-Brno-střed, Czechia"
"2269","SPŠ a VOŠ","Vzdělání","Střední škola",16.598582,49.203291,"Sokolská 366/1, 602 00 Brno-Brno-střed, Czechia"
"2270","Základní škola a mateřská škola Brno","Vzdělání","Základní škola",16.571619,49.17101,"Vedlejší 655/10, 625 00 Brno-Bohunice, Czechia"
"2271","Základní škola a mateřská škola Brno","Vzdělání","Mateřská škola",16.571619,49.17101,"Vedlejší 655/10, 625 00 Brno-Bohunice, Czechia"
"2272","Mateřská škola","Vzdělání","Mateřská škola",16.578027,49.167969,"4, Amerlingova 743, 625 00 Brno-Bohunice, Czechia"
"2273","Mateřská škola POHÁDKA","Vzdělání","Mateřská škola",16.580134,49.168651,"Běloruská 570, 625 00 Brno-Bohunice, Czechia"
"2274","Mateřská škola","Vzdělání","Mateřská škola",16.581865,49.171745,"Uzbecká 565/28, 625 00 Brno-Bohunice, Czechia"
"2275","Moravské gymnázium Brno s.r.o.","Vzdělání","Střední škola",16.600991,49.200561,"Veveří 340/32, 602 00 Brno-střed, Czechia"
"2276","Střední škola polytechnická","Vzdělání","Střední škola",16.600958,49.204593,"Tučkova 766/2, 602 00 Brno-střed-Veveří, Czechia"
"2277","Základní škola a mateřská škola","Vzdělání","Mateřská škola",16.602082,49.205896,"Bayerova 575/5, 602 00 Brno-Brno-střed, Czechia"
"2278","Mateřská škola","Vzdělání","Mateřská škola",16.591579,49.204059,"Úvoz 424/57, 602 00 Brno-střed-Veveří, Czechia"
"2279","Lužánky - středisko volného času","Vzdělání","Mateřská škola",16.601126,49.202624,"Kounicova 684/16, 602 00 Brno-střed-Veveří, Czechia"
"2280","Střední zdravotnická škola","Vzdělání","Střední škola",16.601126,49.202624,"Kounicova 684/16, 602 00 Brno-střed-Veveří, Czechia"
"2281","Obchodní akademie a vyšší odborná škola","Vzdělání","Střední škola",16.601126,49.202624,"Kounicova 684/16, 602 00 Brno-střed-Veveří, Czechia"
"2282","LABYRINTH - gymnázium a ZŠ, s.r.o.","Vzdělání","Základní škola",16.602201,49.198403,"Žerotínovo nám. 533/6, 602 00 Brno-střed-Veveří, Czechia"
"2283","ZŠ J. A. Komenského a Mateřská škola","Vzdělání","Mateřská škola",16.637849,49.214944,"Cacovická 264/6, 614 00 Brno-sever, Czechia"
"2284","Montessori MŠ a ZŠ Perlička a SŠ, s.r.o.","Vzdělání","Střední škola",16.630105,49.209547,"Musilova 1230/1, 614 00 Brno-sever-Husovice, Czechia"
"2285","Mateřská škola POHÁDKA","Vzdělání","Mateřská škola",16.580905,49.168486,"Běloruská 570/4, 625 00 Brno-Bohunice, Czechia"
"2286","Montessori MŠ a ZŠ Perlička a SŠ, s.r.o.","Vzdělání","Základní škola",16.630105,49.209547,"Musilova 1230/1, 614 00 Brno-sever-Husovice, Czechia"
"2287","Základní škola a Mateřská škola","Vzdělání","Základní škola",16.530026,49.17591,"Bosonožské nám. 100/44, 642 00 Brno-Bosonohy, Czechia"
"2288","MŠ a ZŠ Sluníčko, s.r.o.","Vzdělání","Základní škola",16.630421,49.214568,"Provazníkova 84, 613 00 Brno-Brno-sever, Czechia"
"2289","MŠ a ZŠ Sluníčko, s.r.o.","Vzdělání","Mateřská škola",16.630421,49.214568,"Provazníkova 84, 613 00 Brno-Brno-sever, Czechia"
"2290","TRIVIS - Střední škola veterinární","Vzdělání","Střední škola",16.63391,49.210913,"Dukelská tř. 467/65, 614 00 Brno-sever-Husovice, Czechia"
"2291","TRIVIS - Střední škola veterinární","Vzdělání","Střední škola",16.63391,49.210913,"Dukelská tř. 467/65, 614 00 Brno-sever-Husovice, Czechia"
"2292","TRIVIS Střední škola veřejnoprávní","Vzdělání","Střední škola",16.63391,49.210913,"Dukelská tř. 467/65, 614 00 Brno-sever-Husovice, Czechia"
"2293","Gymnázium","Vzdělání","Střední škola",16.632667,49.212076,"Elgartova 689/3, 614 00 Brno-sever-Husovice, Czechia"
"2294","Střední průmyslová škola chemická","Vzdělání","Střední škola",16.628014,49.209358,"Vranovská 1364/65, 614 00 Brno-sever-Husovice, Czechia"
"2295","Základní škola a Mateřská škola","Vzdělání","Základní škola",16.623256,49.228372,"Milénova 808/14, 638 00 Brno-sever-Lesná, Czechia"
"2296","Mateřská škola ZVÍDÁLEK","Vzdělání","Mateřská škola",16.513117,49.220691,"Kachlíkova 1046/17, 635 00 Brno 35, Czechia"
"2297","MŠ KAMECHY","Vzdělání","Mateřská škola",16.499981,49.215748,"Kavčí 1310/10, 635 00 Brno-Bystrc, Czechia"
"2298","Mateřská škola Brno, Síčka 1a, příspěvko","Vzdělání","Mateřská škola",16.626677,49.251656,"Dohnalova 736, 644 00 Brno-sever-Soběšice, Czechia"
"2299","Mateřská škola DUHA","Vzdělání","Mateřská škola",16.511823,49.220606,"Kachlíkova 1048/21, 635 00 Brno-Bystrc, Czechia"
"2300","Základní škola a Mateřská škola","Vzdělání","Základní škola",16.626737,49.230658,"Blažkova 21/9, 638 00 Brno-sever-Lesná, Czechia"
"2301","Základní škola a Mateřská škola","Vzdělání","Mateřská škola",16.628337,49.22972,"Nejedlého 261/13, 638 00 Brno 38, Czechia"
"2302","ZŠ a MŠ Pramínek, o.p.s.","Vzdělání","Základní škola",16.527864,49.227391,"Heyrovského 11, 635 00 Brno-Brno-Bystrc, Czechia"
"2303","ZŠ a MŠ Pramínek, o.p.s.","Vzdělání","Základní škola",16.527864,49.227391,"Heyrovského 11, 635 00 Brno-Brno-Bystrc, Czechia"
"2304","Základní škola a Mateřská škola","Vzdělání","Mateřská škola",16.530876,49.171869,"Konopiska 742/6, 642 00 Brno-Bosonohy, Czechia"
"2305","Gymnázium Brno-Bystrc","Vzdělání","Střední škola",16.514234,49.219251,"Vejrostova 1143/2, 635 00 Brno-Bystrc, Czechia"
"2306","Mateřská škola SLUNÍČKO","Vzdělání","Mateřská škola",16.517132,49.215408,"Štouračova 1249/23, 635 00 Brno-Bystrc, Czechia"
"2307","Mateřská škola Brno, Síčka 1a, příspěvko","Vzdělání","Mateřská škola",16.623817,49.253854,"Síčka 376/1A, 644 00 Brno-sever-Soběšice, Czechia"
"2308","Mateřská škola","Vzdělání","Mateřská škola",16.636296,49.188664,"Štolcova 298/21, 618 00 Brno-Černovice, Czechia"
"2309","MŠ Safirka s.r.o.","Vzdělání","Mateřská škola",16.527938,49.190919,"Pavlovská 576/16, 623 00 Brno-Kohoutovice, Czechia"
"2310","Základní škola","Vzdělání","Základní škola",16.527938,49.190919,"Pavlovská 576/16, 623 00 Brno-Kohoutovice, Czechia"
"2311","Střední škola technická a ekonomická","Vzdělání","Střední škola",16.652659,49.186971,"Olomoucká 1140/61, 618 00 Brno-Brno-Černovice, Czechia"
"2312","Střední škola technická a ekonomická","Vzdělání","Střední škola",16.652659,49.186971,"Olomoucká 1140/61, 618 00 Brno-Brno-Černovice, Czechia"
"2313","Střední škola technická a ekonomická","Vzdělání","Střední škola",16.652659,49.186971,"Olomoucká 1140/61, 618 00 Brno-Brno-Černovice, Czechia"
"2314","Mateřská škola","Vzdělání","Mateřská škola",16.637567,49.187279,"Štolcova 147/51, 618 00 Brno-Černovice, Czechia"
"2315","Mateřská škola","Vzdělání","Mateřská škola",16.685502,49.210912,"25, Hochmanova 2432, 628 00 Brno-Líšeň, Czechia"
"2316","Mateřská škola, základní škola a PrŠ","Vzdělání","Střední škola",16.635769,49.188828,"Štolcova 301/16, 618 00 Brno-Brno-Černovice, Czechia"
"2317","Mateřská škola, základní škola a PrŠ","Vzdělání","Základní škola",16.635769,49.188828,"Štolcova 301/16, 618 00 Brno-Brno-Černovice, Czechia"
"2318","Mateřská škola, základní škola a PrŠ","Vzdělání","Základní škola",16.635769,49.188828,"Štolcova 301/16, 618 00 Brno-Brno-Černovice, Czechia"
"2319","AKADEMIA Gy, ZŠ a MŠ, s.r.o.","Vzdělání","Střední škola",16.685487,49.20597,"Rašelinová 2433/11, 628 00 Brno-Líšeň, Czechia"
"2320","Mateřská škola","Vzdělání","Mateřská škola",16.613338,49.164163,"Záhumenice 601/1, Horní Heršpice, 619 00 Brno-Brno-jih, Czechia"
"2321","MŠ KAMECHY","Vzdělání","Mateřská škola",16.499094,49.217648,"Říčanská 1448/18, 635 00 Brno-Brno-Bystrc, Czechia"
"2322","Základní škola","Vzdělání","Základní škola",16.642199,49.184212,"Kneslova 697/28, 618 00 Brno-Brno-Černovice, Czechia"
"2323","Mateřská škola","Vzdělání","Mateřská škola",16.643281,49.184439,"Kneslova 701/7, 618 00 Brno-Černovice, Czechia"
"2324","Mateřská škola","Vzdělání","Mateřská škola",16.631796,49.186956,"Elišky Krásnohorské 1127/15, 618 00 Brno-Černovice, Czechia"
"2325","Mateřská škola Adélka","Vzdělání","Mateřská škola",16.53245,49.197789,"U Velké ceny 573/8, 623 00 Brno-Kohoutovice, Czechia"
"2326","Základní škola a Mateřská škola","Vzdělání","Základní škola",16.541827,49.192627,"Chalabalova 575/2, 623 00 Brno-Kohoutovice, Czechia"
"2327","Základní škola a Mateřská škola","Vzdělání","Mateřská škola",16.541827,49.192627,"Chalabalova 575/2, 623 00 Brno-Kohoutovice, Czechia"
"2328","Mateřská škola","Vzdělání","Mateřská škola",16.535997,49.187784,"Libušina tř. 881/29, 623 00 Brno-Kohoutovice, Czechia"
"2329","SŠ a VOŠ tradičních řemesel s.r.o.","Vzdělání","Střední škola",16.539147,49.194708,"Libušina tř. 922/19a, 623 00 Brno-Brno-Kohoutovice, Czechia"
"2330","Základní škola a mateřská škola","Vzdělání","Základní škola",16.678432,49.213139,"Horníkova 2170/1, 628 00 Brno-Líšeň, Czechia"
"2331","Základní škola a mateřská škola","Vzdělání","Mateřská škola",16.678432,49.213139,"Horníkova 2170/1, 628 00 Brno-Líšeň, Czechia"
"2332","AKADEMIA Gy, ZŠ a MŠ, s.r.o.","Vzdělání","Mateřská škola",16.685851,49.205519,"Rašelinová 2423/9, 628 00 Brno-Líšeň, Czechia"
"2333","Základní škola a mateřská škola","Vzdělání","Mateřská škola",16.677776,49.210331,"Poláčkova 2431/13, 628 00 Brno-Líšeň, Czechia"
"2334","Mateřská škola","Vzdělání","Mateřská škola",16.681277,49.201061,"Neklež 1a, 628 00 Brno-Líšeň, Czechia"
"2335","Základní škola","Vzdělání","Základní škola",16.624685,49.17733,"Tuháčkova 23/25, 617 00 Brno-jih-Komárov, Czechia"
"2336","Mateřská škola Vážka","Vzdělání","Mateřská škola",16.562894,49.182489,"Rybnická 96/45, 634 00 Brno-Nový Lískovec, Czechia"
"2337","Mateřská škola","Vzdělání","Mateřská škola",16.62107,49.174694,"Kšírova 141/3, 617 00 Brno-jih-Komárov, Czechia"
"2338","Mateřská škola","Vzdělání","Mateřská škola",16.626121,49.174904,"Slunná 273/25, 617 00 Brno-jih, Czechia"
"2339","Základní škola","Vzdělání","Základní škola",16.5537,49.174587,"Svážná 438/9, 634 00 Brno-Nový Lískovec, Czechia"
"2340","Mateřská škola Vážka","Vzdělání","Mateřská škola",16.5537,49.174587,"Svážná 438/9, 634 00 Brno-Nový Lískovec, Czechia"
"2341","Bezpečnost. práv. akad. Brno, s.r.o., SŠ","Vzdělání","Střední škola",16.561471,49.183081,"Zoubkova 149/20, 634 00 Brno-Nový Lískovec, Czechia"
"2342","Základní škola","Vzdělání","Základní škola",16.558807,49.177559,"Kamínky 368/5, 634 00 Brno-Nový Lískovec, Czechia"
"2343","Mateřská škola","Vzdělání","Mateřská škola",16.571691,49.242468,"V Újezdech 5, 621 00 Brno-Brno-Medlánky, Czechia"
"2344","Základní škola","Vzdělání","Základní škola",16.58515,49.24893,"Horácké nám. 1493/13, 621 00 Brno-Řečkovice a Mokrá Hora, Czechia"
"2345","Gymnázium Brno-Řečkovice","Vzdělání","Střední škola",16.578563,49.246486,"Brno-Řečkovice a Mokrá Hora 936, 621 00 Brno, Czechia"
"2346","Základní škola","Vzdělání","Základní škola",16.675461,49.205166,"Masarova 2360/11, 628 00 Brno-Líšeň, Czechia"
"2347","Mateřská škola RADOST","Vzdělání","Mateřská škola",16.681682,49.207104,"Michalova 2430/2, 628 00 Brno-Líšeň, Czechia"
"2348","Mateřská škola POHÁDKA","Vzdělání","Mateřská škola",16.694645,49.207336,"Šimáčkova 235/1, 628 00 Brno-Líšeň, Czechia"
"2349","Střední zdravotnická škola Evangel.akad.","Vzdělání","Střední škola",16.694645,49.207336,"Šimáčkova 235/1, 628 00 Brno-Líšeň, Czechia"
"2350","Mateřská škola, základní škola a PrŠ","Vzdělání","Základní škola",16.584189,49.251137,"Marie Hübnerové 1766/1, 621 00 Brno-Řečkovice a Mokrá Hora, Czechia"
"2351","Mateřská škola, základní škola a PrŠ","Vzdělání","Mateřská škola",16.584189,49.251137,"Marie Hübnerové 1766/1, 621 00 Brno-Řečkovice a Mokrá Hora, Czechia"
"2352","Základní škola Eduard","Vzdělání","Základní škola",16.575572,49.251569,"T. Novákové 1283/64, 621 00 Brno-Brno-Řečkovice a Mokrá Hora, Czechia"
"2353","Základní škola","Vzdělání","Základní škola",16.579683,49.248314,"Uprkova 1576/1, 621 00 Brno-Řečkovice a Mokrá Hora, Czechia"
"2354","Mateřská škola","Vzdělání","Mateřská škola",16.576403,49.247907,"Škrétova 1722/2, 621 00 Brno-Řečkovice a Mokrá Hora, Czechia"
"2355","Mateřská škola","Vzdělání","Mateřská škola",16.686834,49.179785,"Jihomoravské nám. 1091/3, 627 00 Slatina, Czechia"
"2356","Základní škola a mateřská škola","Vzdělání","Základní škola",16.688306,49.176666,"Přemyslovo nám. 89/1, 627 00 Brno-Slatina, Czechia"
"2357","Základní škola a mateřská škola","Vzdělání","Mateřská škola",16.688306,49.176666,"Přemyslovo nám. 89/1, 627 00 Brno-Slatina, Czechia"
"2358","Mateřská škola Světluška","Vzdělání","Mateřská škola",16.576125,49.249528,"T. Novákové 1947/62A, 621 00 Brno-Řečkovice a Mokrá Hora, Czechia"
"2359","Základní škola Letokruh","Vzdělání","Základní škola",16.576125,49.249528,"T. Novákové 1947/62A, 621 00 Brno-Řečkovice a Mokrá Hora, Czechia"
"2360","Mateřská škola Malý strom, s.r.o.","Vzdělání","Mateřská škola",16.572366,49.257343,"Žilkova 1996/40a, 621 00 Brno-Řečkovice a Mokrá Hora, Czechia"
"2361","ScioŠkola Brno Medlánky - SŠ, s.r.o.","Vzdělání","Střední škola",16.58362,49.233767,"Hudcova 367/78, 612 00 Brno-Medlánky, Czechia"
"2362","Střední odborná škola EDUCAnet Brno","Vzdělání","Střední škola",16.58362,49.233767,"Hudcova 367/78, 612 00 Brno-Medlánky, Czechia"
"2363","Základní škola a gymnázium","Vzdělání","Základní škola",16.586431,49.236989,"Kuřimská 1261/4, 621 00 Brno-Řečkovice a Mokrá Hora, Czechia"
"2364","Základní škola a mateřská škola","Vzdělání","Mateřská škola",16.686552,49.179418,"Jihomoravské nám. 1296/4, 627 00 Slatina, Czechia"
"2365","Montessori Institut, ZŠ a MŠ, s.r.o.","Vzdělání","Základní škola",16.551873,49.167693,"Krymská 399/2, 625 00 Brno-Starý Lískovec, Czechia"
"2366","Montessori Institut, ZŠ a MŠ, s.r.o.","Vzdělání","Mateřská škola",16.551873,49.167693,"Krymská 399/2, 625 00 Brno-Starý Lískovec, Czechia"
"2367","Mateřská škola","Vzdělání","Mateřská škola",16.55984,49.167404,"ulice Kosmonautů 2, 625 00 Brno-Starý Lískovec, Czechia"
"2368","Mateřská škola","Vzdělání","Mateřská škola",16.581278,49.237788,"Hudcova 435/47, 621 00 Brno-Medlánky, Czechia"
"2369","Mateřská škola","Vzdělání","Mateřská škola",16.646856,49.230683,"Cihelní 560/1A, 614 00 Brno-Maloměřice a Obřany, Czechia"
"2370","Základní škola","Vzdělání","Základní škola",16.582229,49.210239,"36, Sirotkova 371, 616 00 Brno-Žabovřesky, Czechia"
"2371","Mateřská škola","Vzdělání","Mateřská škola",16.590087,49.218974,"Vodova 1311/2, 612 00 Brno-Královo Pole, Czechia"
"2372","Mateřská škola","Vzdělání","Mateřská škola",16.593355,49.215016,"Chodská 2707/15, 612 00 Brno-Královo Pole, Czechia"
"2373","Základní škola Slunovrat","Vzdělání","Základní škola",16.597828,49.217609,"Palackého tř. 1-3, 612 00 Brno-Královo Pole, Czechia"
"2374","Mateřská škola a základní škola Kociánka","Vzdělání","Mateřská škola",16.602848,49.225494,"Kociánka 2084/4, 612 00 Brno-Královo Pole, Czechia"
"2375","Moravské gymnázium Brno s.r.o.","Vzdělání","Střední škola",16.591108,49.2243,"4, Srbská 116, 612 00 Brno-Královo Pole, Czechia"
"2376","ISŠ automobilní","Vzdělání","Střední škola",16.612296,49.224116,"Křižíkova 106/15, 612 00 Brno-Královo Pole, Czechia"
"2377","ISŠ automobilní","Vzdělání","Střední škola",16.612296,49.224116,"Křižíkova 106/15, 612 00 Brno-Královo Pole, Czechia"
"2378","MŠ a ZŠ Sluníčko, s.r.o.","Vzdělání","Mateřská škola",16.58817,49.216527,"Jana Babáka 2733/11, 612 00 Brno-Brno-Královo Pole, Czechia"
"2379","Gymnázium Mojmírovo náměstí s.r.o.","Vzdělání","Střední škola",16.597662,49.224516,"Mojmírovo nám. 67/10, 612 00 Brno-Brno-Královo Pole, Czechia"
"2380","MŠ a ZŠ při Fakultní nemocnici Brno","Vzdělání","Základní škola",16.590179,49.225702,"Berkova 34, 612 00 Brno-Brno-Královo Pole, Czechia"
"2381","Základní škola","Vzdělání","Základní škola",16.554992,49.166049,"9, Bosonožská 381, 625 00 Brno-Starý Lískovec, Czechia"
"2382","Hotelová škola s.r.o.","Vzdělání","Střední škola",16.554992,49.166049,"9, Bosonožská 381, 625 00 Brno-Starý Lískovec, Czechia"
"2383","Josefínka mateřská škola s.r.o.","Vzdělání","Mateřská škola",16.583487,49.208818,"Tolstého 14, 616 00 Brno-Brno-Žabovřesky, Czechia"
"2384","Mateřská škola Beruška","Vzdělání","Mateřská škola",16.580622,49.217947,"Plovdivská 2568/6, 616 00 Brno-Žabovřesky, Czechia"
"2385","Waldorfská škola Brno - SŠ, ZŠ a MŠ","Vzdělání","Střední škola",16.580934,49.217244,"Plovdivská 2572/8, 616 00 Brno-Žabovřesky, Czechia"
"2386","Waldorfská škola Brno - SŠ, ZŠ a MŠ","Vzdělání","Základní škola",16.580934,49.217244,"Plovdivská 2572/8, 616 00 Brno-Žabovřesky, Czechia"
"2387","Waldorfská škola Brno - SŠ, ZŠ a MŠ","Vzdělání","Mateřská škola",16.580934,49.217244,"Plovdivská 2572/8, 616 00 Brno-Žabovřesky, Czechia"
"2388","Soukromá základní škola Lesná s.r.o.","Vzdělání","Základní škola",16.578364,49.211212,"Marie Steyskalové 315/14, 616 00 Brno-Žabovřesky, Czechia"
"2389","Střední škola F. D. Roosevelta","Vzdělání","Střední škola",16.609899,49.225144,"Křižíkova 1694/11, 612 00 Brno-Královo Pole, Czechia"
"2390","Střední škola F. D. Roosevelta","Vzdělání","Střední škola",16.609899,49.225144,"Křižíkova 1694/11, 612 00 Brno-Královo Pole, Czechia"
"2391","Střední škola F. D. Roosevelta","Vzdělání","Střední škola",16.609899,49.225144,"Křižíkova 1694/11, 612 00 Brno-Královo Pole, Czechia"
"2392","Střední škola F. D. Roosevelta","Vzdělání","Střední škola",16.609899,49.225144,"Křižíkova 1694/11, 612 00 Brno-Královo Pole, Czechia"
"2393","Střední škola F. D. Roosevelta","Vzdělání","Střední škola",16.609899,49.225144,"Křižíkova 1694/11, 612 00 Brno-Královo Pole, Czechia"
"2394","Mateřská škola","Vzdělání","Mateřská škola",16.585779,49.219246,"Purkyňova 2812/21, 612 00 Brno-Královo Pole, Czechia"
"2395","Mateřská škola","Vzdělání","Mateřská škola",16.592939,49.229734,"Božetěchova 335/65, 612 00 Brno-Královo Pole, Czechia"
"2396","Creative Kids mateřská škola s.r.o.","Vzdělání","Mateřská škola",16.601894,49.21139,"Štefánikova 105/35, 602 00 Brno-Královo Pole, Czechia"
"2397","Základní škola a Mateřská škola","Vzdělání","Základní škola",16.598346,49.210722,"Botanická 63/70, 602 00 Brno-Královo Pole, Czechia"
"2398","Sportovní gymnázium Ludvíka Daňka","Vzdělání","Střední škola",16.598346,49.210722,"Botanická 63/70, 602 00 Brno-Královo Pole, Czechia"
"2399","SŠ a VOŠ tradičních řemesel s.r.o.","Vzdělání","Střední škola",16.587449,49.21582,"Tererova 1864/1, 612 00 Brno-Královo Pole, Czechia"
"2400","Gymnázium","Vzdělání","Střední škola",16.591355,49.222711,"Slovanské nám. 1804/7, 612 00 Brno-Královo Pole, Czechia"
"2401","Základní škola Liška s.r.o.","Vzdělání","Základní škola",16.582004,49.205048,"Březinova 1361/14, 616 00 Brno-Žabovřesky, Czechia"
"2402","Základní škola","Vzdělání","Základní škola",16.595864,49.222561,"Palackého tř. 343/68, 612 00 Brno-Královo Pole, Czechia"
"2403","Mateřská škola a základní škola Kociánka","Vzdělání","Základní škola",16.60292,49.236439,"Kociánka 6/15, 612 00 Brno-Královo Pole-Sadová, Czechia"
"2404","Mateřská škola a základní škola Kociánka","Vzdělání","Základní škola",16.60292,49.236439,"Kociánka 6/15, 612 00 Brno-Královo Pole-Sadová, Czechia"
"2405","I. Něm. zem. gymnasium, ZŠ a MŠ, o.p.s.","Vzdělání","Střední škola",16.607796,49.209135,"Pionýrská 23, 602 00 Brno-Brno-Královo Pole, Czechia"
"2406","Základní škola a Mateřská škola","Vzdělání","Základní škola",16.604181,49.211211,"Staňkova 327/14, 602 00 Brno-Královo Pole-Ponava, Czechia"
"2407","Základní škola a Mateřská škola","Vzdělání","Mateřská škola",16.604181,49.211211,"Staňkova 327/14, 602 00 Brno-Královo Pole-Ponava, Czechia"
"2408","Střední škola","Vzdělání","Střední škola",16.553575,49.208687,"Nálepkova 5/34, 637 00 Brno-Jundrov, Czechia"
"2409","SŠ, ZŠ a MŠ pro zdravotně znevýhodněné","Vzdělání","Základní škola",16.571193,49.195079,"Kamenomlýnská 2, 603 00 Brno-střed, Czechia"
"2410","SŠ, ZŠ a MŠ pro zdravotně znevýhodněné","Vzdělání","Základní škola",16.571193,49.195079,"Kamenomlýnská 2, 603 00 Brno-střed, Czechia"
"2411","SŠ, ZŠ a MŠ pro zdravotně znevýhodněné","Vzdělání","Základní škola",16.571193,49.195079,"Kamenomlýnská 2, 603 00 Brno-střed, Czechia"
"2412","SŠ, ZŠ a MŠ pro zdravotně znevýhodněné","Vzdělání","Mateřská škola",16.571193,49.195079,"Kamenomlýnská 2, 603 00 Brno-střed, Czechia"
"2413","Soukromá MŠ a ZŠ s.r.o.","Vzdělání","Základní škola",16.552312,49.206647,"Rozmarýnová 676/3, 637 00 Brno-Jundrov, Czechia"
"2414","Soukromá MŠ a ZŠ s.r.o.","Vzdělání","Mateřská škola",16.552312,49.206647,"Rozmarýnová 676/3, 637 00 Brno-Jundrov, Czechia"
"2415","Základní škola","Vzdělání","Základní škola",16.553458,49.206502,"2, Jasanová 647, 637 00 Brno-Jundrov, Czechia"
"2416","MŠ, ZŠ a SŠ Gellnerka Brno","Vzdělání","Střední škola",16.553458,49.206502,"2, Jasanová 647, 637 00 Brno-Jundrov, Czechia"
"2417","Mateřská škola","Vzdělání","Mateřská škola",16.563722,49.193887,"Veslařská 350/256, Pisárky, 637 00 Brno-Brno-Kohoutovice, Czechia"
"2418","2. základní škola Heuréka, s.r.o.","Vzdělání","Základní škola",16.5812,49.190562,"Hlinky 41/104, 603 00 Brno-střed-Pisárky, Czechia"
"2419","Střední zdravot.škola a VOŠ zdravotnická","Vzdělání","Střední škola",16.578492,49.194649,"Lipová 232/18, 602 00 Brno-střed-Pisárky, Czechia"
"2420","SŠ, ZŠ a MŠ pro zdravotně znevýhodněné","Vzdělání","Střední škola",16.571157,49.195529,"Kamenomlýnská 2, 603 00 Brno-střed, Czechia"
"2421","SŠ, ZŠ a MŠ pro zdravotně znevýhodněné","Vzdělání","Střední škola",16.571157,49.195529,"Kamenomlýnská 2, 603 00 Brno-střed, Czechia"
"2422","SŠ, ZŠ a MŠ pro zdravotně znevýhodněné","Vzdělání","Střední škola",16.571157,49.195529,"Kamenomlýnská 2, 603 00 Brno-střed, Czechia"
"2423","Základní škola","Vzdělání","Základní škola",16.643388,49.22203,"Hamry 576/12, 614 00 Brno-Maloměřice a Obřany, Czechia"
"2424","Mateřská škola","Vzdělání","Mateřská škola",16.646616,49.20183,"Šaumannova 4004/20, 615 00 Brno-Brno-Židenice, Czechia"
"2425","MŠ speciální, ZŠ speciální a PrŠ Elpis","Vzdělání","Základní škola",16.644281,49.204355,"Františky Skaunicové 17, 615 00 Brno-Židenice, Czechia"
"2426","MŠ speciální, ZŠ speciální a PrŠ Elpis","Vzdělání","Mateřská škola",16.644281,49.204355,"Františky Skaunicové 17, 615 00 Brno-Židenice, Czechia"
"2427","ZŠ a MŠ Didaktis s.r.o.","Vzdělání","Základní škola",16.65685,49.207487,"Bzenecká 4226/23, 628 00 Brno-Vinohrady, Czechia"
"2428","Mateřská škola","Vzdělání","Mateřská škola",16.65685,49.207487,"Bzenecká 4226/23, 628 00 Brno-Vinohrady, Czechia"
"2429","Gymnázium Globe, s.r.o.","Vzdělání","Střední škola",16.65685,49.207487,"Bzenecká 4226/23, 628 00 Brno-Vinohrady, Czechia"
"2430","SŠ KNIH,o.p.s.","Vzdělání","Střední škola",16.65685,49.207487,"Bzenecká 4226/23, 628 00 Brno-Vinohrady, Czechia"
"2431","MŠ a ZŠ Sluníčko, s.r.o.","Vzdělání","Mateřská škola",16.65685,49.207487,"Bzenecká 4226/23, 628 00 Brno-Vinohrady, Czechia"
