"","nazev","typ","subtyp","long","lat","address"
"1040","MEDIPREV, spol. s r. o.","Zdravotnictví","Soukromá ordinace",16.616167,49.13317,"Polní 1003, 664 42 Modřice, Czechia"
"1041","MEDIPREV, spol. s r. o.","Zdravotnictví","Soukromá ordinace",16.627194,49.223155,"Halasovo nám. 597/1, 638 00 Brno-sever, Czechia"
"1042","MediJaPo s.r.o.","Zdravotnictví","Soukromá ordinace",16.879163,49.156627,"Malinovského 288, 684 01 Slavkov u Brna, Czechia"
"1043","GALA ORTODONCIE s.r.o.","Zdravotnictví","Soukromá ordinace",16.564577,49.212735,"Sochorova 40, 616 00 Brno-Žabovřesky, Czechia"
"1044","Rodinná klinika M, s.r.o.","Zdravotnictví","Soukromá ordinace",16.602989,49.186129,"Křídlovická 350/47, 603 00 Brno-střed-Staré Brno, Czechia"
"1045","MUDr. Markéta Janíčková s.r.o.","Zdravotnictví","Soukromá ordinace",16.689886,49.177488,"Matlachova 1294/39, 627 00 Slatina, Czechia"
"1046","PEDIATRIE TIŠNOV, s.r.o.","Zdravotnictví","Soukromá ordinace",16.432197,49.346329,"Na Rybníčku 772, 666 01 Tišnov-Tišnov 1, Czechia"
"1047","ONKOLOGIE Bona Dea, s.r.o.","Zdravotnictví","Soukromá ordinace",16.627194,49.223155,"Halasovo nám. 597/1, 638 00 Brno-sever, Czechia"
"1048","MUDr. Iva Musilová Sommernitzová, s.r.o. - vnitřní lékařství, cévní","Zdravotnictví","Soukromá ordinace",16.627194,49.223155,"Halasovo nám. 597/1, 638 00 Brno-sever, Czechia"
"1049","Ganesha Medical, s.r.o.","Zdravotnictví","Soukromá ordinace",16.365865,49.095518,"Za Mostem 303/8, Němčice, 664 91 Ivančice, Czechia"
"1050","MUDr. Lucie Sedláčková s.r.o.","Zdravotnictví","Soukromá ordinace",16.627194,49.223155,"Halasovo nám. 597/1, 638 00 Brno-sever, Czechia"
"1051","ENDOKRINOLOGIE Hrbková s.r.o.","Zdravotnictví","Soukromá ordinace",16.597833,49.217608,"Palackého tř. 1-3, 612 00 Brno-Královo Pole, Czechia"
"1052","Klinická psychologie a psychoterapie s.r.o.","Zdravotnictví","Soukromá ordinace",16.612502,49.195616,"Sukova 4, 602 00 Brno-střed, Czechia"
"1053","ODD VITA, s.r.o.","Zdravotnictví","Soukromá ordinace",16.575895,49.218219,"Makovského nám. 2, 616 00 Brno-Brno-Žabovřesky, Czechia"
"1054","Ortopedie Okáč s.r.o.","Zdravotnictví","Soukromá ordinace",16.639555,49.189204,"Olomoucká 648/29, 618 00 Brno-Černovice, Czechia"
"1055","Neurologie Okáčová s.r.o.","Zdravotnictví","Soukromá ordinace",16.639555,49.189204,"Olomoucká 648/29, 618 00 Brno-Černovice, Czechia"
"1056","PEDIATRIE MUDr. Stránská s.r.o.","Zdravotnictví","Soukromá ordinace",16.361277,49.186967,"Babická 136, 664 84 Zastávka-Zastávka u Brna, Czechia"
"1057","FAMILYMED s.r.o.","Zdravotnictví","Soukromá ordinace",16.593123,49.219226,"23, Dobrovského 2199, 612 00 Brno-Královo Pole, Czechia"
"1058","MUDr. Vlasta Kučerová","Zdravotnictví","Soukromá ordinace",16.879163,49.156627,"Malinovského 288, 684 01 Slavkov u Brna, Czechia"
"1059","Ortodoncie a stomatologie Brno, s.r.o.","Zdravotnictví","Soukromá ordinace",16.606555,49.202618,"Lidická 965/31, 602 00 Brno-Brno-střed, Czechia"
"1060","Gynekologie Rubín, s.r.o.","Zdravotnictví","Soukromá ordinace",16.575895,49.218219,"Makovského nám. 2, 616 00 Brno-Brno-Žabovřesky, Czechia"
"1061","LONEURON s.r.o.","Zdravotnictví","Soukromá ordinace",16.630755,49.2037,"Lazaretní 1/7, 615 00 Brno-Židenice-Zábrdovice, Czechia"
"1062","Alte Reha, s.r.o.","Zdravotnictví","Soukromá ordinace",16.627194,49.223155,"Halasovo nám. 597/1, 638 00 Brno-sever, Czechia"
"1063","Gynekologická ordinace MAXIFEMA s.r.o.","Zdravotnictví","Soukromá ordinace",16.684751,49.178733,"Jihomoravské nám. 1098/1, 627 00 Brno-Slatina, Czechia"
"1064","Gynekologická ordinace MAXIFEMA s.r.o.","Zdravotnictví","Soukromá ordinace",16.607886,49.194492,"nám. Svobody 87/18, 602 00 Brno-Brno-střed, Czechia"
"1065","Neurologická ambulance Vyškov s.r.o.","Zdravotnictví","Soukromá ordinace",16.983392,49.276527,"Puškinova 420/2a, 682 01 Vyškov-Vyškov 1, Czechia"
"1066","ANLUBE - praktik s.r.o.","Zdravotnictví","Soukromá ordinace",16.627194,49.223155,"Halasovo nám. 597/1, 638 00 Brno-sever, Czechia"
"1067","Ortho Dent s.r.o.","Zdravotnictví","Soukromá ordinace",16.644736,49.201001,"7, Gajdošova 4392, 615 00 Brno-Židenice, Czechia"
"1068","MUDr. Peter Wendsche, CSc.","Zdravotnictví","Soukromá ordinace",16.61984,49.036453,"Komenského 458, 667 01 Židlochovice, Czechia"
"1069","Ordinace Veveří s.r.o.","Zdravotnictví","Soukromá ordinace",16.594985,49.206394,"Zahradníkova 8, 602 00 Brno-střed, Czechia"
"1070","MUDr. Marie Smilková","Zdravotnictví","Soukromá ordinace",16.594985,49.206394,"Zahradníkova 8, 602 00 Brno-střed, Czechia"
"1071","MUDr. Katarína Bartošová","Zdravotnictví","Soukromá ordinace",16.594985,49.206394,"Zahradníkova 8, 602 00 Brno-střed, Czechia"
"1072","Alergologie Vágnerová s.r.o.","Zdravotnictví","Soukromá ordinace",16.594985,49.206394,"Zahradníkova 8, 602 00 Brno-střed, Czechia"
"1073","FLOMEDICA PLUS s.r.o.","Zdravotnictví","Soukromá ordinace",16.879856,49.156627,"Tyršova 324, 684 01 Slavkov u Brna, Czechia"
"1074","ALERMI Brno s.r.o.","Zdravotnictví","Soukromá ordinace",16.623775,49.204047,"Jugoslávská 13, 613 00 Brno-Brno-sever, Czechia"
"1075","MUDr. Helena Bartesová, spol. s r.o.","Zdravotnictví","Soukromá ordinace",16.606814,49.195483,"Česká 161, 602 00 Brno-střed, Czechia"
"1076","Diobe dental clinic s.r.o.","Zdravotnictví","Soukromá ordinace",16.614013,49.194553,"Orlí 34, 602 00 Brno-střed, Czechia"
"1077","Diaspol s.r.o.","Zdravotnictví","Soukromá ordinace",16.627194,49.223155,"Halasovo nám. 597/1, 638 00 Brno-sever, Czechia"
"1078","InterMedCare s.r.o.","Zdravotnictví","Soukromá ordinace",16.594037,49.190448,"Mendlovo nám. 618/17, 603 00 Brno-Brno-střed, Czechia"
"1079","Praktický lékař Horova, s.r.o.","Zdravotnictví","Soukromá ordinace",16.600613,49.200215,"Gorkého 52/2, 602 00 Brno-střed-Veveří, Czechia"
"1080","MUDr. Hana Šmírová","Zdravotnictví","Soukromá ordinace",17.001552,49.279276,"Albrechtova 716/2, 682 01 Vyškov-Vyškov-Předměstí, Czechia"
"1081","MUDr. Ľubica Tkáčová s.r.o.","Zdravotnictví","Soukromá ordinace",16.505323,49.218898,"Lýskova 1031/2, 635 00 Brno-Brno-Bystrc, Czechia"
"1082","Diabetologie MUDr. Lenka Kyseláková, s.r.o.","Zdravotnictví","Soukromá ordinace",16.601511,49.189204,"Hybešova 43, 602 00 Brno-Brno-střed, Czechia"
"1083","MUDr. Michal Bumbálek","Zdravotnictví","Soukromá ordinace",16.614285,49.199457,"Příkop 834/8, 602 00 Brno-střed-Zábrdovice, Czechia"
"1084","Stomatologie Diente s.r.o.","Zdravotnictví","Soukromá ordinace",16.610454,49.193658,"Orlí 480/7a, 602 00 Brno-Brno-střed, Czechia"
"1085","MedaPriva s.r.o.","Zdravotnictví","Soukromá ordinace",16.751885,49.219995,"Mokrá-Horákov 357, 664 04 Mokrá-Horákov, Czechia"
"1086","MUDr. Michal Bumbálek","Zdravotnictví","Soukromá ordinace",16.618926,49.206912,"Durďákova 2049/48, 613 00 Brno-Brno-sever, Czechia"
"1087","Parodontologie MUDr. Evy Skřivánkové s.r.o.","Zdravotnictví","Soukromá ordinace",16.616471,49.204926,"Helfertova 506/7, 613 00 Brno-sever-Černá Pole, Czechia"
"1088","Minident s.r.o.","Zdravotnictví","Soukromá ordinace",16.53397,49.197174,"Libušina tř. 580/4, 623 00 Brno-Kohoutovice, Czechia"
"1089","ATMA Dent s.r.o.","Zdravotnictví","Soukromá ordinace",16.651976,49.36208,"K. H. Máchy 2342/17, 678 01 Blansko-Blansko 1, Czechia"
"1090","ORTODONCIE Jedlička s.r.o.","Zdravotnictví","Soukromá ordinace",16.590126,49.230761,"Palackého tř. 1802/129, 612 00 Brno-Brno-Královo Pole, Czechia"
"1091","KukuDent s.r.o.","Zdravotnictví","Soukromá ordinace",16.621065,49.19124,"Křenová 306/40, 602 00 Brno-střed-Trnitá, Czechia"
"1092","Stomatologie KaDENT s.r.o.","Zdravotnictví","Soukromá ordinace",16.556905,49.22095,"Absolonova 719/30, 624 00 Brno-Komín, Czechia"
"1093","Radiosono s.r.o.","Zdravotnictví","Soukromá ordinace",16.423277,49.349749,"nám. Míru 114, 666 01 Tišnov-Tišnov 1, Czechia"
"1094","Radiosono s.r.o.","Zdravotnictví","Soukromá ordinace",16.534918,49.3104,"Blanenská 982/15, 664 34 Kuřim, Czechia"
"1095","MUDr. Róbert Rajci","Zdravotnictví","Soukromá ordinace",17.003744,49.272062,"Polní 252/1, Brňany, 682 01 Vyškov-Vyškov 1, Czechia"
"1096","Stomatologické centrum VDENTAL s.r.o.","Zdravotnictví","Soukromá ordinace",16.603905,49.189117,"Hybešova 31/64, 602 00 Brno-střed, Czechia"
"1097","MDDr. Vladimíra Loudová","Zdravotnictví","Soukromá ordinace",16.879856,49.156627,"Tyršova 324, 684 01 Slavkov u Brna, Czechia"
"1098","MUDr. Petr Macek","Zdravotnictví","Soukromá ordinace",16.91705,49.045111,"Lipová 468, 696 35 Dambořice, Czechia"
"1099","MUDr. Josef Hrabovský s.r.o.","Zdravotnictví","Soukromá ordinace",16.53836,49.007356,"Smolín 24, 691 23 Pohořelice, Czechia"
"1100","Rehabilitace - Burianová, s. r. o.","Zdravotnictví","Soukromá ordinace",16.728104,49.164354,"Karla Čapka 1656/13, 664 51 Šlapanice-Šlapanice u Brna, Czechia"
"1101","Rehapo s.r.o.","Zdravotnictví","Soukromá ordinace",16.534918,49.3104,"Blanenská 982/15, 664 34 Kuřim, Czechia"
"1102","iMedica s.r.o.","Zdravotnictví","Soukromá ordinace",16.61305,49.200598,"M. Horákové 28, 602 00 Brno-Brno-střed, Czechia"
"1103","NEUROL - EEG s.r.o.","Zdravotnictví","Soukromá ordinace",16.728104,49.164354,"Karla Čapka 1656/13, 664 51 Šlapanice-Šlapanice u Brna, Czechia"
"1104","SUNMED s.r.o.","Zdravotnictví","Soukromá ordinace",16.980463,49.275421,"Nosálovská 170/16, 682 01 Vyškov-Vyškov 1, Czechia"
"1105","MUDr. Pavlína Zemánková s.r.o.","Zdravotnictví","Soukromá ordinace",17.000045,49.276731,"3, Dobrovského 422, 682 01 Vyškov-Vyškov 1, Czechia"
"1106","Kardiologická ambulance Brno s.r.o.","Zdravotnictví","Soukromá ordinace",16.593123,49.219226,"23, Dobrovského 2199, 612 00 Brno-Královo Pole, Czechia"
"1107","Dociles, s.r.o.","Zdravotnictví","Soukromá ordinace",16.606727,49.188749,"Nové sady 988/2, 602 00 Brno-Brno-střed, Czechia"
"1108","Psycholog.eu s.r.o.","Zdravotnictví","Soukromá ordinace",16.980463,49.275421,"Nosálovská 170/16, 682 01 Vyškov-Vyškov 1, Czechia"
"1109","GYNEKOLOGIE Průšová Eva s.r.o.","Zdravotnictví","Soukromá ordinace",16.588903,49.23149,"Palackého tř. 2522/137, 612 00 Brno-Královo Pole, Czechia"
"1110","MUDr. Miriam Ruberová","Zdravotnictví","Soukromá ordinace",16.661186,49.204837,"Velkopavlovická 4310/25, 628 00 Brno-Brno-Vinohrady, Czechia"
"1111","Všeobecný lékař Brno s.r.o.","Zdravotnictví","Soukromá ordinace",16.505323,49.218898,"Lýskova 1031/2, 635 00 Brno-Brno-Bystrc, Czechia"
"1112","PSYCHIATRIE ZK, s.r.o.","Zdravotnictví","Soukromá ordinace",16.623775,49.204047,"Jugoslávská 13, 613 00 Brno-Brno-sever, Czechia"
"1113","Mgr. Lukáš Katzer","Zdravotnictví","Soukromá ordinace",16.611151,49.191417,"Masarykova 506/37, 602 00 Brno-Brno-střed, Czechia"
"1114","MUDr. Eva Bílá s.r.o.","Zdravotnictví","Soukromá ordinace",16.59562,49.221756,"29, Palackého tř. 250, 612 00 Brno-Brno-Královo Pole, Czechia"
"1115","MUDr. ZUZANA PERUTKOVÁ s.r.o.","Zdravotnictví","Soukromá ordinace",16.549073,49.212126,"Dubová 637/5, 637 00 Brno-Jundrov, Czechia"
"1116","PhDr. Ivona Šporcrová","Zdravotnictví","Soukromá ordinace",16.565047,49.168195,"U Pošty 402/14, 625 00 Brno-Brno-Starý Lískovec, Czechia"
"1117","MUDr. ROUSOVÁ ZUZANA s.r.o.","Zdravotnictví","Soukromá ordinace",16.614285,49.199457,"Příkop 834/8, 602 00 Brno-střed-Zábrdovice, Czechia"
"1118","DERMALIM s.r.o.","Zdravotnictví","Soukromá ordinace",16.579241,49.171599,"Na Pískové cestě 321/41, 625 00 Brno-Bohunice, Czechia"
"1119","MDDr. Karel Resch","Zdravotnictví","Soukromá ordinace",16.644736,49.201001,"7, Gajdošova 4392, 615 00 Brno-Židenice, Czechia"
"1120","Ortopedie plus s.r.o.","Zdravotnictví","Soukromá ordinace",16.575895,49.218219,"Makovského nám. 2, 616 00 Brno-Brno-Žabovřesky, Czechia"
"1121","Mgr. Kateřina Hubáčková","Zdravotnictví","Soukromá ordinace",16.60994,49.208808,"Drobného 312/48, 602 00 Brno-Brno-sever, Czechia"
"1122","Chirurgie Zastávka-Rosice s.r.o.","Zdravotnictví","Soukromá ordinace",16.361277,49.186967,"Babická 136, 664 84 Zastávka-Zastávka u Brna, Czechia"
"1123","DomaDent s. r. o.","Zdravotnictví","Soukromá ordinace",16.596117,49.188968,"Václavská 12, 602 00 Brno-Brno-střed, Czechia"
"1124","GYNFIT s.r.o.","Zdravotnictví","Soukromá ordinace",16.596332,49.200453,"9, Jiráskova 217, 602 00 Brno-střed, Czechia"
"1125","DENTI PLUS s.r.o.","Zdravotnictví","Soukromá ordinace",16.661186,49.204837,"Velkopavlovická 4310/25, 628 00 Brno-Brno-Vinohrady, Czechia"
"1126","Orto Poul spol. s r. o.","Zdravotnictví","Soukromá ordinace",16.624886,49.211288,"Merhautova 142, 613 00 Brno-sever, Czechia"
"1127","Mgr. Jaroslava Přibylová Pochmonová Ph.D.","Zdravotnictví","Soukromá ordinace",16.627177,49.200453,"Tkalcovská 351/3, 602 00 Brno-Brno-sever, Czechia"
"1128","IMMUNO-FLOW, s.r.o.","Zdravotnictví","Soukromá ordinace",16.601511,49.189204,"Hybešova 43, 602 00 Brno-Brno-střed, Czechia"
"1129","Doktor Brno s.r.o.","Zdravotnictví","Soukromá ordinace",16.610672,49.191934,"Masarykova 31, 602 00 Brno-střed, Czechia"
"1130","PhDr. Jarmila Turbová s.r.o.","Zdravotnictví","Soukromá ordinace",16.557121,49.204213,"V Luzích 8, 637 00 Brno-Jundrov, Czechia"
"1131","NEUROVON s.r.o.","Zdravotnictví","Soukromá ordinace",16.530276,49.225631,"nám. 28. dubna 1069/2, 635 00 Brno-Bystrc, Czechia"
"1132","NEUROVON s.r.o.","Zdravotnictví","Soukromá ordinace",16.527589,49.22476,"U Sokolovny 119/14, 635 00 Brno-Bystrc, Czechia"
"1133","MDDr. Danica Sekulová","Zdravotnictví","Soukromá ordinace",16.534918,49.3104,"Blanenská 982/15, 664 34 Kuřim, Czechia"
"1134","CARDIOservices SV s.r.o.","Zdravotnictví","Soukromá ordinace",16.534918,49.3104,"Blanenská 982/15, 664 34 Kuřim, Czechia"
"1135","LION DENT s.r.o.","Zdravotnictví","Soukromá ordinace",16.594282,49.199405,"Gorkého 42/85, 602 00 Brno-střed, Czechia"
"1136","4D medica s.r.o.","Zdravotnictví","Soukromá ordinace",16.565047,49.168195,"U Pošty 402/14, 625 00 Brno-Brno-Starý Lískovec, Czechia"
"1137","Pediatr Černá Pole, s.r.o.","Zdravotnictví","Soukromá ordinace",16.62151,49.219313,"nám. SNP 1137/29, 613 00 Brno-Brno-sever, Czechia"
"1138","MUDr. Pavel Krejzlík s.r.o.","Zdravotnictví","Soukromá ordinace",16.61001,49.192797,"Masarykova 318/12, 602 00 Brno-Brno-střed, Czechia"
"1139","Mediclinic a.s.","Zdravotnictví","Soukromá ordinace",16.725598,49.161527,"Jiráskova 1541/23, 664 51 Šlapanice-Šlapanice u Brna, Czechia"
"1140","Praktický lékař Horova, s.r.o.","Zdravotnictví","Soukromá ordinace",16.574999,49.213952,"Horova 1623, 616 00 Brno-Žabovřesky, Czechia"
"1141","MUDr. Renata Bartošková s.r.o.","Zdravotnictví","Soukromá ordinace",16.599601,49.197714,"Údolní 393/18, 602 00 Brno-střed-Veveří, Czechia"
"1142","MediRehapo, s.r.o.","Zdravotnictví","Soukromá ordinace",17.006199,49.148089,"Dvorská 513, 685 01 Bučovice, Czechia"
"1143","MUDr. Jan Kulhánek","Zdravotnictví","Soukromá ordinace",16.379194,49.100312,"Chřestová 855, 664 91 Ivančice, Czechia"
"1144","Mgr. Petr Pospíšil Ph.D.","Zdravotnictví","Soukromá ordinace",16.644736,49.201001,"7, Gajdošova 4392, 615 00 Brno-Židenice, Czechia"
"1145","MUDr. Petr Prokop, s.r.o.","Zdravotnictví","Soukromá ordinace",16.654508,49.012016,"Městečko 54, 691 64 Nosislav, Czechia"
"1146","Thetis - Seirenia s.r.o.","Zdravotnictví","Soukromá ordinace",16.595143,49.185399,"Vídeňská 6, 639 00 Brno-střed, Czechia"
"1147","ALERG - IM s.r.o.","Zdravotnictví","Soukromá ordinace",16.606211,49.183995,"Křídlovická 696, 603 00 Brno-střed-Staré Brno, Czechia"
"1148","Revmatologie s.r.o.","Zdravotnictví","Soukromá ordinace",16.627194,49.223155,"Halasovo nám. 597/1, 638 00 Brno-sever, Czechia"
"1149","MEDIKA SW spol. s r.o.","Zdravotnictví","Soukromá ordinace",16.990138,49.275593,"J. Wolkera 495/3, 682 01 Vyškov-Vyškov 1, Czechia"
"1150","Pavlína Hálová","Zdravotnictví","Soukromá ordinace",16.619581,49.208331,"Muchova 794/33, 613 00 Brno-sever, Czechia"
"1151","Radiodiagnostická ordinace Bystrc, s.r.o.","Zdravotnictví","Soukromá ordinace",16.530276,49.225631,"nám. 28. dubna 1069/2, 635 00 Brno-Bystrc, Czechia"
"1152","Dentema Stomatologie s.r.o.","Zdravotnictví","Soukromá ordinace",16.606003,49.197919,"Joštova 138/4, 602 00 Brno-střed, Czechia"
"1153","MDDr. Roman Smrčka","Zdravotnictví","Soukromá ordinace",16.632352,49.20189,"Zábrdovická 11, 615 00 Brno-Židenice, Czechia"
"1154","MUDr. Eliška Jugová","Zdravotnictví","Soukromá ordinace",16.505323,49.218898,"Lýskova 1031/2, 635 00 Brno-Brno-Bystrc, Czechia"
"1155","PL Letkovská s.r.o.","Zdravotnictví","Soukromá ordinace",16.336781,49.120482,"2, Letkovská 1042, 664 12 Oslavany, Czechia"
"1156","MUDr. Karel KAMENÍK s.r.o.","Zdravotnictví","Soukromá ordinace",16.604473,49.185207,"Křídlovická 356/55, 603 00 Brno-střed-Staré Brno, Czechia"
"1157","Ascendent, s.r.o. - stomatologie","Zdravotnictví","Soukromá ordinace",16.527573,49.173743,"Pražská 192/96, 642 00 Brno-Bosonohy, Czechia"
"1158","UROLOGA s.r.o.","Zdravotnictví","Soukromá ordinace",16.879856,49.156627,"Tyršova 324, 684 01 Slavkov u Brna, Czechia"
"1159","NZZ YVKA, s.r.o.","Zdravotnictví","Soukromá ordinace",16.554066,49.221311,"Kristenova 67/9, 624 00 Brno-Brno-Komín, Czechia"
"1160","NZZ YVKA, s.r.o.","Zdravotnictví","Soukromá ordinace",16.519083,49.114227,"1, Ořechovičská 426, 664 44 Ořechov-Ořechov u Brna, Czechia"
"1161","PLDD Letkovská s.r.o.","Zdravotnictví","Soukromá ordinace",16.336781,49.120482,"2, Letkovská 1042, 664 12 Oslavany, Czechia"
"1162","Dětská ordinace - Javor s.r.o.","Zdravotnictví","Soukromá ordinace",16.530276,49.225631,"nám. 28. dubna 1069/2, 635 00 Brno-Bystrc, Czechia"
"1163","MUDr. Libuše Burýšková s.r.o.","Zdravotnictví","Soukromá ordinace",16.85716,48.996382,"Zámecká 821/7, 691 72 Klobouky u Brna, Czechia"
"1164","CERVOY, s.r.o.","Zdravotnictví","Soukromá ordinace",16.611865,49.192597,"Františkánská ulice 502/6, 602 00 Brno-střed-Brno-město, Czechia"
"1165","MUDr. Anna Blažková s.r.o.","Zdravotnictví","Soukromá ordinace",16.79079,49.209099,"V Zámku 7, 664 07 Pozořice, Czechia"
"1166","F.I.M.E s.r.o.","Zdravotnictví","Soukromá ordinace",16.592114,49.035636,"J. z Poděbrad 140, 664 62 Hrušovany u Brna, Czechia"
"1167","MUDr. IVA FILKUKOVÁ s.r.o.","Zdravotnictví","Soukromá ordinace",16.598864,49.203108,"Sokolská 362/8, 602 00 Brno-střed-Veveří, Czechia"
"1168","Rehabilitace Koudelková s.r.o.","Zdravotnictví","Soukromá ordinace",16.441154,49.275609,"Dlouhá 34, 664 71 Veverská Bítýška, Czechia"
"1169","MUDr. Petra Vodáková","Zdravotnictví","Soukromá ordinace",16.651976,49.36208,"K. H. Máchy 2342/17, 678 01 Blansko-Blansko 1, Czechia"
"1170","MUDr. Petra Vodáková","Zdravotnictví","Soukromá ordinace",16.652321,49.301282,"Smetanovo nám. 327/4, 679 04 Adamov-Adamov 1, Czechia"
"1171","Krásné zuby s.r.o.","Zdravotnictví","Soukromá ordinace",16.583675,49.241308,"Banskobystrická 657/131, 621 00 Brno-Řečkovice a Mokrá Hora, Czechia"
"1172","A.H.MEDIA s.r.o.","Zdravotnictví","Soukromá ordinace",16.614354,49.198173,"Bratislavská 2, 602 00 Brno-Brno-střed, Czechia"
"1173","LÉKAŘ, spol. s r.o.","Zdravotnictví","Soukromá ordinace",16.579299,49.190854,"Hlinky 118, 603 00 Brno-Brno-střed, Czechia"
"1174","PRAKMED s.r.o.","Zdravotnictví","Soukromá ordinace",16.505323,49.218898,"Lýskova 1031/2, 635 00 Brno-Brno-Bystrc, Czechia"
"1175","VIA HEALTH s.r.o.","Zdravotnictví","Soukromá ordinace",16.530276,49.225631,"nám. 28. dubna 1069/2, 635 00 Brno-Bystrc, Czechia"
"1176","KOMA-ANEST s.r.o.","Zdravotnictví","Soukromá ordinace",16.573117,49.193379,"Hlinky 144, 603 00 Brno-střed, Czechia"
"1177","DENTINA PRIVÁTNÍ ZUBNÍ ORDINACE s.r.o.","Zdravotnictví","Soukromá ordinace",16.598192,49.225142,"Košinova 18a, 612 00 Brno-Královo Pole, Czechia"
"1178","Komdent s.r.o.","Zdravotnictví","Soukromá ordinace",16.549536,49.208624,"Březová 406/1, 637 00 Brno-Jundrov, Czechia"
"1179","Oftal oční klinika s.r.o.","Zdravotnictví","Soukromá ordinace",16.606712,49.188072,"Nové sady 25, 602 00 Brno-střed, Czechia"
"1180","OREA medcare s.r.o.","Zdravotnictví","Soukromá ordinace",16.526565,49.109962,"Kyselkova 90/2, 664 44 Ořechov-Ořechov u Brna, Czechia"
"1181","GYN - MUDr. Hložková, s.r.o.","Zdravotnictví","Soukromá ordinace",16.55036,49.178742,"Plachty 515/12, 634 00 Brno-Nový Lískovec, Czechia"
